lsoa_code,borough,major_category,minor_category,value,year,month
E01000612,Brent,Violence Against the Person,Wounding/GBH,0,2013,9
E01001861,Hammersmith and Fulham,Criminal Damage,Other Criminal Damage,0,2010,6
E01004724,Westminster,Violence Against the Person,Harassment,0,2009,12
E01000989,Croydon,Violence Against the Person,Offensive Weapon,0,2016,2
E01000688,Bromley,Theft and Handling,Other Theft Person,0,2008,10
E01004421,Waltham Forest,Violence Against the Person,Wounding/GBH,0,2008,1
E01002073,Haringey,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2011,9
E01001932,Hammersmith and Fulham,Violence Against the Person,Wounding/GBH,2,2010,12
E01003438,Merton,Violence Against the Person,Harassment,0,2011,6
E01000723,Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,1,2010,9
E01001595,Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,8
E01003240,Lewisham,Theft and Handling,Theft From Shops,0,2012,8
E01003059,Lambeth,Theft and Handling,Other Theft,2,2008,9
E01004763,Westminster,Theft and Handling,Handling Stolen Goods,0,2013,5
E01000728,Bromley,Drugs,Possession Of Drugs,1,2011,12
E01003737,Redbridge,Other Notifiable Offences,Going Equipped,0,2012,9
E01000842,Camden,Criminal Damage,Criminal Damage To Other Building,0,2008,9
E01004138,Sutton,Other Notifiable Offences,Other Notifiable,0,2012,12
E01003395,Merton,Violence Against the Person,Harassment,1,2016,6
E01001654,Greenwich,Robbery,Personal Property,0,2013,5
E01002372,Havering,Theft and Handling,Theft From Motor Vehicle,0,2010,7
E01003636,Newham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,8
E01003110,Lambeth,Robbery,Personal Property,2,2013,1
E01003216,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,11
E01002968,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,0,2009,4
E01002498,Hillingdon,Theft and Handling,Theft From Shops,0,2008,12
E01000172,Barnet,Robbery,Personal Property,0,2008,11
E01004351,Waltham Forest,Burglary,Burglary in a Dwelling,0,2015,3
E01002207,Harrow,Violence Against the Person,Common Assault,0,2011,10
E01000728,Bromley,Violence Against the Person,Harassment,2,2011,9
E01003262,Lewisham,Burglary,Burglary in Other Buildings,1,2008,12
E01000448,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,11
E01001933,Hammersmith and Fulham,Theft and Handling,Other Theft,5,2009,5
E01000336,Bexley,Drugs,Other Drugs,0,2010,6
E01002568,Hounslow,Robbery,Personal Property,1,2013,9
E01000514,Brent,Theft and Handling,Motor Vehicle Interference & Tampering,1,2012,11
E01001127,Croydon,Drugs,Possession Of Drugs,1,2012,11
E01033589,Redbridge,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,6
E01003078,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,10
E01000641,Brent,Burglary,Burglary in a Dwelling,0,2016,1
E01004614,Wandsworth,Burglary,Burglary in a Dwelling,1,2014,4
E01002279,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,1,2011,4
E01004657,Westminster,Theft and Handling,Other Theft,11,2008,9
E01003876,Richmond upon Thames,Burglary,Burglary in Other Buildings,0,2010,9
E01003681,Redbridge,Violence Against the Person,Wounding/GBH,1,2010,8
E01002949,Kingston upon Thames,Violence Against the Person,Harassment,0,2011,10
E01004480,Wandsworth,Burglary,Burglary in Other Buildings,0,2013,4
E01002943,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,1,2015,12
E01003500,Newham,Violence Against the Person,Wounding/GBH,1,2010,6
E01004234,Tower Hamlets,Theft and Handling,Theft From Shops,0,2015,1
E01001410,Enfield,Theft and Handling,Handling Stolen Goods,0,2012,11
E01004661,Westminster,Drugs,Possession Of Drugs,2,2013,5
E01002703,Islington,Theft and Handling,Other Theft,1,2014,7
E01000553,Brent,Theft and Handling,Other Theft Person,0,2010,9
E01004681,Westminster,Theft and Handling,Other Theft,5,2011,12
E01002347,Havering,Violence Against the Person,Wounding/GBH,0,2011,10
E01003936,Southwark,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,9
E01003095,Lambeth,Violence Against the Person,Assault with Injury,1,2008,7
E01032720,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,2,2015,6
E01002812,Kensington and Chelsea,Burglary,Burglary in a Dwelling,0,2012,2
E01004651,Westminster,Violence Against the Person,Other violence,0,2013,9
E01002839,Kensington and Chelsea,Theft and Handling,Other Theft,0,2011,8
E01002652,Hounslow,Robbery,Business Property,0,2009,4
E01002022,Haringey,Robbery,Business Property,0,2015,8
E01001979,Haringey,Violence Against the Person,Wounding/GBH,2,2016,11
E01000246,Barnet,Robbery,Business Property,0,2015,8
E01003851,Richmond upon Thames,Criminal Damage,Criminal Damage To Other Building,0,2011,5
E01002263,Havering,Drugs,Drug Trafficking,0,2011,10
E01004689,Westminster,Other Notifiable Offences,Other Notifiable,1,2009,6
E01004698,Westminster,Drugs,Drug Trafficking,0,2015,9
E01000112,Barking and Dagenham,Violence Against the Person,Wounding/GBH,0,2014,12
E01001279,Ealing,Burglary,Burglary in Other Buildings,0,2016,9
E01001304,Ealing,Criminal Damage,Criminal Damage To Other Building,0,2013,3
E01004066,Southwark,Violence Against the Person,Wounding/GBH,1,2015,1
E01002752,Islington,Violence Against the Person,Assault with Injury,1,2011,12
E01004468,Waltham Forest,Drugs,Possession Of Drugs,0,2014,6
E01004669,Westminster,Theft and Handling,Other Theft,1,2012,7
E01003657,Redbridge,Criminal Damage,Criminal Damage To Other Building,0,2015,9
E01004742,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,0,2008,11
E01001245,Ealing,Drugs,Possession Of Drugs,0,2012,12
E01004619,Wandsworth,Other Notifiable Offences,Other Notifiable,0,2009,6
E01002819,Kensington and Chelsea,Violence Against the Person,Other violence,0,2012,9
E01001058,Croydon,Robbery,Business Property,0,2009,11
E01002870,Kensington and Chelsea,Other Notifiable Offences,Going Equipped,0,2016,1
E01004614,Wandsworth,Violence Against the Person,Offensive Weapon,0,2016,2
E01003055,Lambeth,Robbery,Business Property,0,2010,3
E01003398,Merton,Theft and Handling,Other Theft,0,2010,1
E01001454,Enfield,Violence Against the Person,Common Assault,1,2016,5
E01001200,Ealing,Drugs,Possession Of Drugs,1,2013,3
E01004740,Westminster,Violence Against the Person,Offensive Weapon,0,2016,3
E01002392,Hillingdon,Robbery,Business Property,0,2009,8
E01001776,Hackney,Other Notifiable Offences,Other Notifiable,0,2008,9
E01001741,Hackney,Theft and Handling,Other Theft Person,0,2016,8
E01003515,Newham,Violence Against the Person,Assault with Injury,1,2009,7
E01000903,Camden,Violence Against the Person,Wounding/GBH,0,2009,5
E01003324,Lewisham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2010,10
E01000885,Camden,Criminal Damage,Criminal Damage To Other Building,0,2009,4
E01003955,Southwark,Theft and Handling,Theft From Motor Vehicle,0,2015,11
E01001890,Hammersmith and Fulham,Violence Against the Person,Other violence,0,2015,4
E01003550,Newham,Criminal Damage,Criminal Damage To Other Building,0,2008,9
E01000948,Camden,Robbery,Business Property,0,2009,3
E01003906,Richmond upon Thames,Other Notifiable Offences,Other Notifiable,0,2010,9
E01003631,Newham,Sexual Offences,Rape,0,2015,5
E01033743,Greenwich,Theft and Handling,Theft From Motor Vehicle,2,2012,12
E01002846,Kensington and Chelsea,Violence Against the Person,Wounding/GBH,1,2008,12
E01000577,Brent,Criminal Damage,Criminal Damage To Dwelling,0,2013,11
E01000089,Barking and Dagenham,Drugs,Possession Of Drugs,0,2009,6
E01002027,Haringey,Violence Against the Person,Common Assault,0,2011,8
E01002509,Hillingdon,Theft and Handling,Theft From Shops,0,2016,6
E01000525,Brent,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,5
E01003606,Newham,Drugs,Possession Of Drugs,0,2012,4
E01003181,Lambeth,Theft and Handling,Other Theft Person,0,2009,5
E01003848,Richmond upon Thames,Violence Against the Person,Common Assault,0,2014,5
E01000165,Barnet,Violence Against the Person,Harassment,0,2012,4
E01003046,Lambeth,Violence Against the Person,Murder,0,2008,3
E01001698,Greenwich,Violence Against the Person,Common Assault,1,2014,9
E01001095,Croydon,Burglary,Burglary in a Dwelling,0,2016,9
E01001787,Hackney,Theft and Handling,Handling Stolen Goods,0,2014,12
E01032640,Southwark,Violence Against the Person,Other violence,0,2008,2
E01001035,Croydon,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,7
E01004321,Tower Hamlets,Violence Against the Person,Wounding/GBH,1,2015,9
E01003218,Lewisham,Criminal Damage,Other Criminal Damage,0,2011,5
E01001440,Enfield,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,12
E01033085,Haringey,Violence Against the Person,Assault with Injury,2,2015,3
E01000323,Barnet,Violence Against the Person,Wounding/GBH,0,2014,11
E01003247,Lewisham,Burglary,Burglary in a Dwelling,1,2008,4
E01002749,Islington,Drugs,Possession Of Drugs,0,2009,8
E01002346,Havering,Violence Against the Person,Wounding/GBH,0,2009,12
E01032577,Hillingdon,Violence Against the Person,Wounding/GBH,0,2013,9
E01003084,Lambeth,Theft and Handling,Theft From Shops,0,2009,7
E01000876,Camden,Drugs,Drug Trafficking,0,2014,3
E01004384,Waltham Forest,Drugs,Possession Of Drugs,1,2010,12
E01033487,Islington,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,10
E01002061,Haringey,Theft and Handling,Theft From Motor Vehicle,11,2009,7
E01001753,Hackney,Theft and Handling,Other Theft Person,0,2009,4
E01004516,Wandsworth,Drugs,Possession Of Drugs,0,2012,10
E01002742,Islington,Drugs,Possession Of Drugs,1,2013,8
E01003368,Merton,Violence Against the Person,Common Assault,0,2016,9
E01003098,Lambeth,Violence Against the Person,Other violence,0,2013,8
E01003149,Lambeth,Fraud or Forgery,Counted per Victim,0,2016,2
E01003738,Redbridge,Violence Against the Person,Wounding/GBH,0,2013,10
E01001719,Hackney,Theft and Handling,Theft From Motor Vehicle,0,2014,10
E01003084,Lambeth,Robbery,Personal Property,0,2013,3
E01001135,Croydon,Burglary,Burglary in Other Buildings,1,2009,3
E01032722,Southwark,Other Notifiable Offences,Other Notifiable,0,2009,5
E01004708,Westminster,Theft and Handling,Theft From Shops,0,2011,5
E01001498,Enfield,Theft and Handling,Theft From Motor Vehicle,2,2008,6
E01002387,Havering,Theft and Handling,Theft/Taking of Pedal Cycle,0,2008,1
E01001659,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,1,2014,1
E01033735,Greenwich,Drugs,Possession Of Drugs,3,2016,3
E01003824,Richmond upon Thames,Violence Against the Person,Wounding/GBH,0,2013,9
E01002689,Hounslow,Burglary,Burglary in Other Buildings,0,2013,11
E01003693,Redbridge,Criminal Damage,Other Criminal Damage,0,2016,5
E01002101,Haringey,Other Notifiable Offences,Other Notifiable,0,2011,12
E01000436,Bexley,Drugs,Other Drugs,0,2016,1
E01003757,Redbridge,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2010,8
E01001649,Greenwich,Violence Against the Person,Offensive Weapon,0,2009,3
E01000366,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,12
E01000796,Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,9
E01003906,Richmond upon Thames,Robbery,Personal Property,0,2009,6
E01003833,Richmond upon Thames,Violence Against the Person,Other violence,0,2009,8
E01003726,Redbridge,Violence Against the Person,Assault with Injury,1,2014,7
E01001994,Haringey,Violence Against the Person,Harassment,0,2014,9
E01000331,Bexley,Violence Against the Person,Harassment,2,2015,12
E01003986,Southwark,Drugs,Drug Trafficking,0,2012,8
E01003624,Newham,Violence Against the Person,Common Assault,0,2010,7
E01001991,Haringey,Violence Against the Person,Offensive Weapon,0,2009,12
E01004662,Westminster,Violence Against the Person,Assault with Injury,0,2012,10
E01001221,Ealing,Burglary,Burglary in a Dwelling,1,2009,9
E01001213,Ealing,Theft and Handling,Theft From Motor Vehicle,3,2011,5
E01003330,Lewisham,Violence Against the Person,Common Assault,0,2012,8
E01002239,Harrow,Drugs,Drug Trafficking,0,2012,7
E01003833,Richmond upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,8
E01004541,Wandsworth,Violence Against the Person,Harassment,2,2016,9
E01002287,Havering,Violence Against the Person,Other violence,0,2014,5
E01001669,Greenwich,Violence Against the Person,Offensive Weapon,0,2013,12
E01002306,Havering,Theft and Handling,Motor Vehicle Interference & Tampering,0,2008,11
E01004516,Wandsworth,Theft and Handling,Other Theft Person,0,2010,7
E01001415,Enfield,Violence Against the Person,Wounding/GBH,0,2011,12
E01002777,Islington,Theft and Handling,Theft From Motor Vehicle,1,2009,8
E01000375,Bexley,Criminal Damage,Criminal Damage To Dwelling,0,2009,8
E01001800,Hackney,Drugs,Drug Trafficking,0,2009,5
E01004452,Waltham Forest,Violence Against the Person,Harassment,2,2015,9
E01032780,Tower Hamlets,Drugs,Possession Of Drugs,0,2013,12
E01000994,Croydon,Violence Against the Person,Common Assault,1,2011,4
E01001909,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Dwelling,1,2010,5
E01003957,Southwark,Other Notifiable Offences,Other Notifiable,0,2015,4
E01004355,Waltham Forest,Criminal Damage,Other Criminal Damage,1,2011,5
E01000736,Bromley,Burglary,Burglary in Other Buildings,2,2011,9
E01002676,Hounslow,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,1
E01004321,Tower Hamlets,Theft and Handling,Other Theft,2,2016,1
E01000425,Bexley,Drugs,Drug Trafficking,0,2009,6
E01000198,Barnet,Other Notifiable Offences,Other Notifiable,0,2012,7
E01000984,Croydon,Robbery,Business Property,0,2014,9
E01004681,Westminster,Violence Against the Person,Offensive Weapon,0,2009,3
E01000502,Brent,Robbery,Personal Property,0,2013,1
E01001572,Greenwich,Violence Against the Person,Assault with Injury,2,2008,10
E01002010,Haringey,Violence Against the Person,Offensive Weapon,0,2008,5
E01000389,Bexley,Other Notifiable Offences,Other Notifiable,1,2016,5
E01003319,Lewisham,Violence Against the Person,Common Assault,1,2012,7
E01000706,Bromley,Violence Against the Person,Wounding/GBH,0,2008,9
E01001410,Enfield,Theft and Handling,Handling Stolen Goods,0,2011,6
E01001261,Ealing,Violence Against the Person,Offensive Weapon,0,2009,4
E01001965,Haringey,Violence Against the Person,Harassment,0,2016,12
E01001528,Enfield,Robbery,Business Property,0,2014,1
E01000019,Barking and Dagenham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,4
E01000339,Bexley,Theft and Handling,Motor Vehicle Interference & Tampering,1,2013,1
E01003776,Redbridge,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,8
E01003854,Richmond upon Thames,Criminal Damage,Other Criminal Damage,0,2011,4
E01004242,Tower Hamlets,Violence Against the Person,Assault with Injury,4,2008,1
E01003496,Newham,Violence Against the Person,Offensive Weapon,0,2014,5
E01001023,Croydon,Fraud or Forgery,Counted per Victim,0,2012,12
E01003623,Newham,Violence Against the Person,Common Assault,2,2009,10
E01002167,Harrow,Robbery,Personal Property,0,2014,1
E01002793,Islington,Violence Against the Person,Offensive Weapon,0,2016,5
E01003988,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,2,2013,6
E01001925,Hammersmith and Fulham,Drugs,Possession Of Drugs,1,2016,2
E01000022,Barking and Dagenham,Violence Against the Person,Common Assault,1,2016,1
E01004521,Wandsworth,Burglary,Burglary in a Dwelling,0,2014,5
E01002489,Hillingdon,Violence Against the Person,Common Assault,0,2013,9
E01004194,Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2012,12
E01000909,Camden,Robbery,Personal Property,1,2015,11
E01004285,Tower Hamlets,Theft and Handling,Theft From Shops,0,2010,10
E01002073,Haringey,Other Notifiable Offences,Other Notifiable,0,2013,8
E01003203,Lewisham,Drugs,Possession Of Drugs,0,2009,7
E01003581,Newham,Drugs,Possession Of Drugs,0,2009,3
E01002538,Hillingdon,Criminal Damage,Other Criminal Damage,0,2014,5
E01002473,Hillingdon,Violence Against the Person,Assault with Injury,0,2016,11
E01004508,Wandsworth,Theft and Handling,Other Theft,2,2010,2
E01002793,Islington,Violence Against the Person,Wounding/GBH,0,2013,7
E01001297,Ealing,Other Notifiable Offences,Other Notifiable,0,2012,8
E01000765,Bromley,Violence Against the Person,Harassment,3,2015,10
E01001604,Greenwich,Robbery,Personal Property,1,2016,7
E01002344,Havering,Fraud or Forgery,Counted per Victim,0,2012,9
E01003475,Merton,Other Notifiable Offences,Other Notifiable,0,2015,10
E01001948,Hammersmith and Fulham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,7
E01003343,Lewisham,Burglary,Burglary in Other Buildings,0,2011,12
E01003414,Merton,Burglary,Burglary in a Dwelling,9,2008,11
E01004569,Wandsworth,Violence Against the Person,Other violence,0,2009,10
E01000131,Barnet,Violence Against the Person,Harassment,1,2016,3
E01000810,Bromley,Criminal Damage,Other Criminal Damage,0,2011,9
E01002969,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,0,2016,11
E01003785,Redbridge,Violence Against the Person,Harassment,1,2012,12
E01002633,Hounslow,Theft and Handling,Handling Stolen Goods,0,2010,1
E01001605,Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,9
E01002722,Islington,Violence Against the Person,Assault with Injury,0,2014,11
E01000378,Bexley,Drugs,Possession Of Drugs,2,2009,2
E01004407,Waltham Forest,Violence Against the Person,Assault with Injury,4,2014,7
E01004173,Sutton,Criminal Damage,Criminal Damage To Dwelling,0,2013,10
E01000307,Barnet,Violence Against the Person,Common Assault,1,2012,1
E01000466,Bexley,Robbery,Business Property,0,2013,3
E01001930,Hammersmith and Fulham,Violence Against the Person,Offensive Weapon,0,2015,6
E01003177,Lambeth,Fraud or Forgery,Counted per Victim,0,2010,9
E01000240,Barnet,Theft and Handling,Theft From Shops,0,2014,5
E01004013,Southwark,Drugs,Drug Trafficking,0,2011,8
E01033493,Islington,Robbery,Business Property,0,2009,3
E01000255,Barnet,Criminal Damage,Other Criminal Damage,1,2010,3
E01004018,Southwark,Violence Against the Person,Harassment,0,2009,1
E01004416,Waltham Forest,Violence Against the Person,Offensive Weapon,0,2012,1
E01004191,Sutton,Theft and Handling,Theft From Shops,0,2014,5
E01001755,Hackney,Theft and Handling,Handling Stolen Goods,0,2008,9
E01004330,Waltham Forest,Other Notifiable Offences,Other Notifiable,0,2013,7
E01001095,Croydon,Burglary,Burglary in a Dwelling,1,2014,9
E01004742,Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,11
E01000164,Barnet,Theft and Handling,Theft From Shops,2,2016,5
E01033702,Hackney,Criminal Damage,Other Criminal Damage,0,2009,5
E01001635,Greenwich,Theft and Handling,Theft From Shops,0,2014,4
E01002537,Hillingdon,Theft and Handling,Handling Stolen Goods,0,2008,12
E01002435,Hillingdon,Other Notifiable Offences,Other Notifiable,0,2013,8
E01003421,Merton,Drugs,Possession Of Drugs,0,2014,5
E01003564,Newham,Violence Against the Person,Offensive Weapon,0,2016,6
E01000708,Bromley,Violence Against the Person,Assault with Injury,0,2016,4
E01000125,Barnet,Other Notifiable Offences,Other Notifiable,0,2015,8
E01000054,Barking and Dagenham,Drugs,Drug Trafficking,0,2008,6
E01001594,Greenwich,Violence Against the Person,Common Assault,1,2013,10
E01002501,Hillingdon,Theft and Handling,Other Theft,0,2015,7
E01003321,Lewisham,Burglary,Burglary in Other Buildings,0,2011,7
E01001701,Greenwich,Theft and Handling,Theft From Motor Vehicle,0,2012,8
E01002434,Hillingdon,Drugs,Possession Of Drugs,0,2013,1
E01003672,Redbridge,Violence Against the Person,Assault with Injury,0,2016,11
E01003526,Newham,Theft and Handling,Theft From Shops,0,2016,1
E01003445,Merton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,9
E01002232,Harrow,Violence Against the Person,Other violence,0,2012,11
E01002978,Kingston upon Thames,Theft and Handling,Other Theft,0,2013,12
E01000249,Barnet,Theft and Handling,Handling Stolen Goods,0,2009,3
E01000901,Camden,Theft and Handling,Theft From Motor Vehicle,0,2013,5
E01001085,Croydon,Violence Against the Person,Harassment,1,2010,3
E01002117,Harrow,Theft and Handling,Other Theft Person,1,2008,11
E01003780,Redbridge,Violence Against the Person,Harassment,0,2015,6
E01002985,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,0,2014,2
E01000192,Barnet,Violence Against the Person,Assault with Injury,0,2012,7
E01004698,Westminster,Theft and Handling,Theft From Shops,0,2014,6
E01002240,Harrow,Robbery,Business Property,0,2012,3
E01001529,Enfield,Theft and Handling,Theft From Motor Vehicle,2,2010,5
E01001783,Hackney,Burglary,Burglary in Other Buildings,0,2016,9
E01001166,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,2
E01002656,Hounslow,Theft and Handling,Other Theft Person,0,2011,12
E01001278,Ealing,Other Notifiable Offences,Other Notifiable,0,2010,11
E01003187,Lambeth,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,12
E01003148,Lambeth,Violence Against the Person,Assault with Injury,0,2014,2
E01003857,Richmond upon Thames,Violence Against the Person,Offensive Weapon,0,2013,6
E01002430,Hillingdon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,11
E01001552,Enfield,Burglary,Burglary in a Dwelling,2,2009,7
E01033598,Westminster,Drugs,Drug Trafficking,0,2009,9
E01002997,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,9
E01002538,Hillingdon,Violence Against the Person,Assault with Injury,1,2013,2
E01001712,Greenwich,Criminal Damage,Other Criminal Damage,2,2009,9
E01033486,Islington,Drugs,Other Drugs,0,2012,8
E01001239,Ealing,Violence Against the Person,Harassment,0,2014,8
E01032564,Lewisham,Drugs,Drug Trafficking,0,2008,11
E01001551,Enfield,Violence Against the Person,Offensive Weapon,0,2008,2
E01004175,Sutton,Criminal Damage,Criminal Damage To Other Building,0,2009,7
E01000135,Barnet,Theft and Handling,Theft From Motor Vehicle,3,2015,1
E01001530,Enfield,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,5
E01000427,Bexley,Theft and Handling,Handling Stolen Goods,0,2013,3
E01001053,Croydon,Burglary,Burglary in a Dwelling,0,2015,8
E01000648,Bromley,Criminal Damage,Other Criminal Damage,1,2009,10
E01000360,Bexley,Robbery,Personal Property,2,2008,8
E01002191,Harrow,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2008,6
E01002518,Hillingdon,Robbery,Business Property,0,2012,4
E01003312,Lewisham,Drugs,Possession Of Drugs,0,2015,5
E01003493,Newham,Violence Against the Person,Offensive Weapon,1,2009,8
E01004272,Tower Hamlets,Theft and Handling,Other Theft Person,0,2009,6
E01004019,Southwark,Theft and Handling,Theft From Shops,0,2013,2
E01002484,Hillingdon,Burglary,Burglary in a Dwelling,2,2014,3
E01000492,Brent,Violence Against the Person,Assault with Injury,0,2008,12
E01003247,Lewisham,Criminal Damage,Other Criminal Damage,1,2010,3
E01002771,Islington,Burglary,Burglary in Other Buildings,1,2013,6
E01003078,Lambeth,Burglary,Burglary in a Dwelling,2,2010,12
E01000017,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,0,2009,12
E01002658,Hounslow,Criminal Damage,Other Criminal Damage,3,2011,5
E01000011,Barking and Dagenham,Drugs,Drug Trafficking,0,2012,7
E01003462,Merton,Theft and Handling,Other Theft Person,0,2014,10
E01000474,Brent,Drugs,Possession Of Drugs,0,2009,7
E01000171,Barnet,Drugs,Drug Trafficking,0,2010,4
E01004429,Waltham Forest,Drugs,Drug Trafficking,0,2008,2
E01004124,Sutton,Theft and Handling,Other Theft,0,2009,8
E01000634,Brent,Criminal Damage,Criminal Damage To Other Building,0,2016,3
E01002546,Hillingdon,Theft and Handling,Theft From Motor Vehicle,0,2016,11
E01003045,Lambeth,Drugs,Other Drugs,0,2008,2
E01003537,Newham,Theft and Handling,Other Theft,2,2013,4
E01001541,Enfield,Violence Against the Person,Assault with Injury,1,2011,1
E01003973,Southwark,Drugs,Other Drugs,0,2008,2
E01003945,Southwark,Criminal Damage,Criminal Damage To Dwelling,2,2011,5
E01003826,Richmond upon Thames,Drugs,Drug Trafficking,2,2009,1
E01001769,Hackney,Other Notifiable Offences,Other Notifiable,0,2013,9
E01004438,Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,2,2009,4
E01002900,Kensington and Chelsea,Other Notifiable Offences,Other Notifiable,0,2016,9
E01000255,Barnet,Violence Against the Person,Other violence,0,2009,12
E01001001,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2008,3
E01002059,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,2
E01032743,Ealing,Violence Against the Person,Common Assault,1,2012,3
E01004333,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,3
E01003296,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,2,2016,12
E01000746,Bromley,Drugs,Drug Trafficking,0,2011,3
E01003321,Lewisham,Fraud or Forgery,Other Fraud & Forgery,0,2015,6
E01001056,Croydon,Violence Against the Person,Harassment,1,2013,3
E01000704,Bromley,Theft and Handling,Theft From Shops,0,2009,5
E01003576,Newham,Criminal Damage,Criminal Damage To Other Building,0,2010,4
E01001265,Ealing,Fraud or Forgery,Counted per Victim,0,2011,6
